year,city,tmin,tmax,rh,sh,sr,ep,ws,rf
01/03/2015,Enugu,23.3,34,60,4.8,17.6,8.6,4,186.8
01/04/2015,Enugu,23.3,32,74,5.2,15.5,4.5,3,305.5
01/05/2015,Enugu,22.8,32.9,80,6.2,15.4,2.9,3,222.3
01/06/2015,Enugu,22.2,31.2,81,5.1,14.2,2.7,3,284.7
01/07/2015,Enugu,22.2,30.4,81,5.3,12.3,2.4,3,174.1
01/08/2015,Enugu,22.2,29.9,84,4.3,12.4,2.2,4,272.3
01/09/2015,Enugu,22.2,30.2,85,4.7,14.3,2.3,3,258
01/10/2015,Enugu,21.6,32.4,81,5.5,14.3,2.7,2,22.1
01/11/2015,Enugu,22.2,33.3,76,6.4,17.6,4,2,33.1
01/12/2015,Enugu,21.1,33.6,70,6.2,16.7,5.6,2,0
01/01/2016,Enugu,20,32.8,42,6.3,16.6,9.3,2,0.25
01/02/2016,Enugu,23.3,35.1,67,7.6,16.2,6.9,4,26.9
01/03/2016,Enugu,22.8,34.7,72,6.3,16.6,6.2,3,20.8
01/04/2016,Enugu,23.9,32.9,71,5.8,15.4,5.6,4,115.6
01/05/2016,Enugu,22.8,32.1,79,5.9,15.7,3.3,3,170
01/06/2016,Enugu,22.2,30.4,84,4.8,15.5,2.7,3,258.3
01/07/2016,Enugu,22.2,29.3,87,3.1,12.7,2.1,3,277.6
01/08/2016,Enugu,22.2,29.2,81,4.7,11.9,2.5,2,292
01/09/2016,Enugu,22.2,29,84,3.7,13.6,2.2,3,283.6
01/10/2016,Enugu,22.2,30.7,81,5.8,16.7,2.6,3,228.5
01/11/2016,Enugu,20.5,32.1,77,8.1,17.6,3.9,3,24.1
01/12/2016,Enugu,21.1,32.8,70,8.1,16.8,4.8,2,19.1
01/01/2017,Enugu,20,36.6,75,7.6,15,4.9,3,43.9
01/02/2017,Enugu,22.2,33.9,76,6.5,18,5.2,4,4.6
01/03/2017,Enugu,23.9,35.5,70,6.1,15.7,5.8,5,78.9
01/04/2017,Enugu,22.8,33.3,75,6.8,14.2,5.1,4,138.4
01/05/2017,Enugu,22.8,32.2,83,6.6,15,2.6,4,375
01/06/2017,Enugu,22.2,30,83,4.5,16.4,2.5,4,369.2
01/07/2017,Enugu,21.6,28.9,84,4.1,13,2.3,5,402.5
01/08/2017,Enugu,22.2,29.4,82,3.3,11.7,2.5,3,188.3
01/09/2017,Enugu,21.6,29.4,88,3.8,12.8,2,3,261.8
01/10/2017,Enugu,21.6,30.5,85,4.9,15.2,2.4,3,233.7
01/11/2017,Enugu,20.5,33.3,65,6.6,15.7,5.2,3,0
01/12/2017,Enugu,22.2,33.3,48,7.1,16.7,7.6,0,0
01/01/2018,Enugu,21.6,33.9,63,7.4,16.1,6.7,2,0
01/02/2018,Enugu,21.6,34.4,53,6.4,15.7,8.6,3,9.4
01/03/2018,Enugu,23.3,32.7,64,5.5,16.5,7.7,4,70
01/04/2018,Enugu,23.3,32.7,73,6.1,14.8,4.7,3,93.9
01/05/2018,Enugu,22.8,31.6,78,5.9,14.4,3.6,2,288.4
01/06/2018,Enugu,22.2,30,81,6.3,12.5,2.7,2,306.4
01/07/2018,Enugu,22.2,29.4,82,4.1,13.2,2.4,3,329
01/08/2018,Enugu,22.2,28.9,73,3.8,11.5,4.5,3,261.9
01/09/2018,Enugu,22.2,29.4,80,4.3,13.3,2.4,2,286.1
01/10/2018,Enugu,22.2,30.5,80,5.8,15.7,2.6,3,265.8
01/11/2018,Enugu,21.1,31.6,71,7.5,15.9,4.4,3,0.25
01/12/2018,Enugu,19.4,32.7,57,7.2,14.5,7.7,3,0
01/01/2019,Enugu,20,33.3,50,5.4,11.4,9,3,1.2
01/02/2019,Enugu,21.1,33.9,58,7.3,12.6,9.2,4,0
01/03/2019,Enugu,23.9,33.9,76,6.8,13.8,4.8,4,56.7
01/04/2019,Enugu,23.9,32.7,76,6.7,12.4,4,3,191.6
01/05/2019,Enugu,22.8,31.6,78,5.7,12.3,3.5,3,281.2
01/06/2019,Enugu,22.8,31.1,81,3.5,12.1,2.8,3,250.6
01/07/2019,Enugu,22.8,30,81,4.2,7.7,2.8,3,221.3
01/08/2019,Enugu,22.8,30,81,3.5,8.3,3.3,3,338.4
01/09/2019,Enugu,22.2,31.1,80,4.8,11.4,2.9,3,300.2
01/10/2019,Enugu,21.6,31.6,81,6.4,10.1,2.4,3,97.2
01/11/2019,Enugu,22.2,32.7,77,6.5,11.7,2.8,2,11.2
01/12/2019,Enugu,18.3,33.9,77,7.1,12.1,3.9,3,43.4
01/01/2020,Enugu,17.8,33.3,60,6.3,10.8,5.3,5,0.25
01/02/2020,Enugu,22.2,36.1,62,7.2,13.5,5.5,6,0.25
01/03/2020,Enugu,23.3,35,70,6.8,13.3,6,7,11.1
01/04/2020,Enugu,23.6,32.7,75,6.2,12.8,4,3,112.4
01/05/2020,Enugu,23.1,31.6,79,6.1,12.7,3.4,4,0.25
01/06/2020,Enugu,22.1,29.4,81,6.1,12.3,3,3,206
01/07/2020,Enugu,22,29.4,74,3.1,8.7,2.6,3,281.1
01/08/2020,Enugu,21.8,29.4,83,3,8.9,2.4,3.2,193.6
01/09/2020,Enugu,21.8,30.5,81,3.9,11.3,2.5,3,204.7
01/10/2020,Enugu,21.6,31.6,74,6.1,12.7,2.8,3,393.3
01/11/2020,Enugu,20.2,32.7,72,7.2,14.2,5.2,3,32.1
01/12/2020,Enugu,16.1,33.3,75,7.3,12,4.7,4,0
01/01/2021,Enugu,23.1,32.7,77,7.5,12.4,7,6,0.5
01/02/2021,Enugu,24.1,33.3,71,7.4,13.1,9,6,75.9
01/03/2021,Enugu,24.6,34.4,70,6.6,12.9,6.7,7,64.3
01/04/2021,Enugu,24.3,33.3,74,6.2,11.3,4.1,7,28.7
01/05/2021,Enugu,23.6,31.6,76,5.8,11.9,3.2,6,199
01/06/2021,Enugu,23.1,31.1,79,5.1,10.7,2.9,3,237.1
01/07/2021,Enugu,22.7,29.4,85,4.3,8.2,3.3,5,364.8
01/08/2021,Enugu,22.9,28.9,84,3.4,8.7,4.6,3.1,305.4
01/09/2021,Enugu,22.3,30.5,81,3.3,9.6,2.8,3,208.4
01/10/2021,Enugu,22,31.1,78,5.5,10.8,2.7,5,165.8
01/11/2021,Enugu,21,32.7,73,7.1,13.1,4.1,3,46.9
01/12/2021,Enugu,18,33.3,60,7.7,12.6,5,3,0
