year,city,sr,tmin,tmax,rh,sh,ep,ws,rf,,,,,,,,,,,,,,,,,,,,,,,
01/01/1991,Ilorin,13.80,19.90,33.90,75.00,8.00,7.20,3.50,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/02/1991,Ilorin,16.70,22.80,35.10,69.00,7.70,9.50,5.40,0.25,,,,,,,,,,,,,,,,,,,,,,,
01/03/1991,Ilorin,18.80,23.90,35.80,71.00,7.20,8.80,3.90,8.00,,,,,,,,,,,,,,,,,,,,,,,
01/04/1991,Ilorin,17.00,22.80,34.50,72.00,6.60,7.60,3.60,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/05/1991,Ilorin,15.80,21.90,31.10,79.00,6.60,4.50,3.50,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/06/1991,Ilorin,15.00,21.70,29.90,81.00,6.10,3.70,3.10,0.80,,,,,,,,,,,,,,,,,,,,,,,
01/07/1991,Ilorin,11.60,20.90,28.00,85.00,4.60,3.00,3.80,5.50,,,,,,,,,,,,,,,,,,,,,,,
01/08/1991,Ilorin,12.20,21.10,27.90,85.00,3.00,2.50,4.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/09/1991,Ilorin,15.10,21.20,29.50,86.00,4.30,2.50,3.10,73.30,,,,,,,,,,,,,,,,,,,,,,,
01/10/1991,Ilorin,15.80,21.80,30.40,82.00,4.50,2.90,3.30,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/11/1991,Ilorin,17.00,22.20,32.30,75.00,6.90,5.50,3.00,18.80,,,,,,,,,,,,,,,,,,,,,,,
01/12/1991,Ilorin,15.10,16.40,32.00,56.00,7.40,8.10,4.30,0.25,,,,,,,,,,,,,,,,,,,,,,,
01/01/1992,Ilorin,14.50,19.20,32.90,56.00,6.40,9.50,4.30,28.90,,,,,,,,,,,,,,,,,,,,,,,
01/02/1992,Ilorin,16.80,22.30,35.70,63.00,6.20,11.10,4.20,8.60,,,,,,,,,,,,,,,,,,,,,,,
01/03/1992,Ilorin,15.90,22.90,35.10,73.00,4.70,8.00,4.60,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/04/1992,Ilorin,16.40,22.80,33.90,74.00,6.40,6.60,4.30,0.25,,,,,,,,,,,,,,,,,,,,,,,
01/05/1992,Ilorin,14.10,22.30,32.20,80.00,7.50,4.00,4.80,90.70,,,,,,,,,,,,,,,,,,,,,,,
01/06/1992,Ilorin,14.80,22.10,30.10,83.00,5.80,3.50,4.80,3.60,,,,,,,,,,,,,,,,,,,,,,,
01/07/1992,Ilorin,12.20,20.90,28.30,86.00,4.30,3.20,4.30,26.20,,,,,,,,,,,,,,,,,,,,,,,
01/08/1992,Ilorin,11.40,20.80,27.90,87.00,3.50,2.70,4.20,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/09/1992,Ilorin,14.10,20.90,29.10,85.00,3.60,2.70,3.20,3.60,,,,,,,,,,,,,,,,,,,,,,,
01/10/1992,Ilorin,14.60,22.20,31.00,82.00,6.40,3.00,3.20,117.70,,,,,,,,,,,,,,,,,,,,,,,
01/11/1992,Ilorin,17.00,19.30,33.30,61.00,7.90,7.90,3.50,22.20,,,,,,,,,,,,,,,,,,,,,,,
01/12/1992,Ilorin,14.00,20.10,33.90,76.00,7.20,6.90,4.20,15.00,,,,,,,,,,,,,,,,,,,,,,,
01/01/1993,Ilorin,14.90,20.20,33.10,49.00,8.30,9.90,3.70,83.50,,,,,,,,,,,,,,,,,,,,,,,
01/02/1993,Ilorin,17.90,22.10,33.90,58.00,8.40,8.80,3.80,51.30,,,,,,,,,,,,,,,,,,,,,,,
01/03/1993,Ilorin,15.60,22.90,35.10,68.00,7.40,7.70,4.60,108.40,,,,,,,,,,,,,,,,,,,,,,,
01/04/1993,Ilorin,16.30,22.70,33.20,76.00,5.70,6.00,4.10,68.40,,,,,,,,,,,,,,,,,,,,,,,
01/05/1993,Ilorin,16.00,22.50,30.90,81.00,7.30,3.40,3.90,48.30,,,,,,,,,,,,,,,,,,,,,,,
01/06/1993,Ilorin,13.00,21.90,30.10,82.00,6.00,3.00,4.20,46.50,,,,,,,,,,,,,,,,,,,,,,,
01/07/1993,Ilorin,12.30,20.90,28.20,85.00,3.70,2.80,4.20,44.40,,,,,,,,,,,,,,,,,,,,,,,
01/08/1993,Ilorin,11.20,20.70,27.90,84.00,3.60,2.90,3.70,86.30,,,,,,,,,,,,,,,,,,,,,,,
01/09/1993,Ilorin,13.20,20.60,29.10,86.00,4.10,2.10,3.80,141.80,,,,,,,,,,,,,,,,,,,,,,,
01/10/1993,Ilorin,16.50,21.30,30.00,84.00,5.60,2.20,3.60,92.30,,,,,,,,,,,,,,,,,,,,,,,
01/11/1993,Ilorin,16.40,20.30,32.20,70.00,8.20,4.90,3.70,88.30,,,,,,,,,,,,,,,,,,,,,,,
01/12/1993,Ilorin,15.30,20.10,33.30,65.00,7.70,6.60,6.00,57.60,,,,,,,,,,,,,,,,,,,,,,,
01/01/1994,Ilorin,14.70,17.20,31.10,23.00,7.40,13.50,4.30,58.30,,,,,,,,,,,,,,,,,,,,,,,
01/02/1994,Ilorin,17.50,21.50,35.90,57.00,8.50,9.80,4.50,19.60,,,,,,,,,,,,,,,,,,,,,,,
01/03/1994,Ilorin,16.90,22.90,36.10,52.00,6.00,11.60,5.00,103.20,,,,,,,,,,,,,,,,,,,,,,,
01/04/1994,Ilorin,17.70,23.60,35.20,74.00,7.10,6.30,4.50,54.60,,,,,,,,,,,,,,,,,,,,,,,
01/05/1994,Ilorin,15.80,22.80,32.90,77.00,6.20,4.50,6.10,135.20,,,,,,,,,,,,,,,,,,,,,,,
01/06/1994,Ilorin,12.60,21.90,30.30,81.00,4.90,3.30,4.10,265.80,,,,,,,,,,,,,,,,,,,,,,,
01/07/1994,Ilorin,12.30,21.10,28.10,84.00,4.80,2.90,4.90,150.60,,,,,,,,,,,,,,,,,,,,,,,
01/08/1994,Ilorin,12.80,20.60,28.20,87.00,4.00,2.50,4.60,175.10,,,,,,,,,,,,,,,,,,,,,,,
01/09/1994,Ilorin,15.00,20.80,30.10,84.00,5.40,2.50,4.80,139.90,,,,,,,,,,,,,,,,,,,,,,,
01/10/1994,Ilorin,15.20,21.60,32.20,77.00,6.20,4.20,4.60,175.60,,,,,,,,,,,,,,,,,,,,,,,
01/11/1994,Ilorin,16.40,23.10,34.10,72.00,7.30,5.80,3.90,97.50,,,,,,,,,,,,,,,,,,,,,,,
01/12/1994,Ilorin,14.50,21.30,32.00,76.00,7.40,4.40,5.30,79.40,,,,,,,,,,,,,,,,,,,,,,,
01/01/1995,Ilorin,12.90,18.20,33.30,56.00,7.10,9.00,5.30,169.10,,,,,,,,,,,,,,,,,,,,,,,
01/02/1995,Ilorin,15.50,22.30,35.80,68.00,6.60,10.50,5.10,42.70,,,,,,,,,,,,,,,,,,,,,,,
01/03/1995,Ilorin,18.50,23.90,36.10,73.00,7.70,6.60,5.20,214.70,,,,,,,,,,,,,,,,,,,,,,,
01/04/1995,Ilorin,15.90,22.80,33.00,79.00,6.90,5.00,5.70,225.80,,,,,,,,,,,,,,,,,,,,,,,
01/05/1995,Ilorin,15.20,21.70,31.90,77.00,6.60,3.60,5.10,127.20,,,,,,,,,,,,,,,,,,,,,,,
01/06/1995,Ilorin,14.10,21.30,30.10,80.00,6.40,3.10,4.30,146.20,,,,,,,,,,,,,,,,,,,,,,,
01/07/1995,Ilorin,12.20,20.90,29.30,83.00,3.60,2.60,5.10,214.30,,,,,,,,,,,,,,,,,,,,,,,
01/08/1995,Ilorin,10.90,21.70,30.20,85.00,4.00,2.80,4.90,184.90,,,,,,,,,,,,,,,,,,,,,,,
01/09/1995,Ilorin,11.40,20.80,30.10,83.00,4.50,2.50,3.80,264.00,,,,,,,,,,,,,,,,,,,,,,,
01/10/1995,Ilorin,14.40,21.70,31.10,81.00,6.10,3.10,3.80,183.70,,,,,,,,,,,,,,,,,,,,,,,
01/11/1995,Ilorin,17.90,21.90,34.20,70.00,6.60,5.60,4.70,196.30,,,,,,,,,,,,,,,,,,,,,,,
01/12/1995,Ilorin,15.40,19.20,33.30,58.00,6.50,7.60,5.60,199.50,,,,,,,,,,,,,,,,,,,,,,,
01/01/1996,Ilorin,14.00,22.20,33.90,64.00,7.10,7.70,7.50,123.90,,,,,,,,,,,,,,,,,,,,,,,
01/02/1996,Ilorin,17.80,19.60,35.20,43.00,7.40,12.70,5.90,163.30,,,,,,,,,,,,,,,,,,,,,,,
01/03/1996,Ilorin,18.40,24.60,35.90,68.00,6.80,7.80,4.50,76.70,,,,,,,,,,,,,,,,,,,,,,,
01/04/1996,Ilorin,16.50,23.60,33.10,76.00,7.30,4.80,4.90,91.80,,,,,,,,,,,,,,,,,,,,,,,
01/05/1996,Ilorin,16.40,23.50,32.30,77.00,6.70,4.70,5.30,267.30,,,,,,,,,,,,,,,,,,,,,,,
01/06/1996,Ilorin,13.80,21.20,29.80,83.00,6.60,2.90,5.40,251.10,,,,,,,,,,,,,,,,,,,,,,,
01/07/1996,Ilorin,12.80,21.10,29.10,83.00,3.60,2.80,5.40,126.90,,,,,,,,,,,,,,,,,,,,,,,
01/08/1996,Ilorin,11.40,22.20,28.90,86.00,3.10,2.70,5.90,176.30,,,,,,,,,,,,,,,,,,,,,,,
01/09/1996,Ilorin,13.70,20.90,30.30,84.00,4.70,2.10,3.70,69.20,,,,,,,,,,,,,,,,,,,,,,,
01/10/1996,Ilorin,15.90,20.80,33.20,78.00,6.80,4.10,5.40,95.80,,,,,,,,,,,,,,,,,,,,,,,
01/11/1996,Ilorin,17.40,22.10,34.90,75.00,6.40,5.70,5.70,280.10,,,,,,,,,,,,,,,,,,,,,,,
01/12/1996,Ilorin,15.70,18.30,33.30,45.00,7.30,9.20,5.50,76.80,,,,,,,,,,,,,,,,,,,,,,,
01/01/1997,Ilorin,15.70,22.20,34.10,65.00,8.00,7.70,5.50,182.50,,,,,,,,,,,,,,,,,,,,,,,
01/02/1997,Ilorin,17.40,22.90,35.30,75.00,6.00,6.60,6.50,215.90,,,,,,,,,,,,,,,,,,,,,,,
01/03/1997,Ilorin,18.20,23.30,34.20,74.00,6.30,5.50,5.70,272.50,,,,,,,,,,,,,,,,,,,,,,,
01/04/1997,Ilorin,17.30,23.20,34.30,75.00,6.60,4.90,6.50,89.90,,,,,,,,,,,,,,,,,,,,,,,
01/05/1997,Ilorin,16.10,23.30,33.30,76.00,6.50,4.20,5.90,153.70,,,,,,,,,,,,,,,,,,,,,,,
01/06/1997,Ilorin,13.30,21.20,30.20,82.00,5.00,3.50,4.40,338.30,,,,,,,,,,,,,,,,,,,,,,,
01/07/1997,Ilorin,11.80,21.10,28.30,86.00,3.40,2.60,5.40,59.60,,,,,,,,,,,,,,,,,,,,,,,
01/08/1997,Ilorin,11.10,21.30,28.20,84.00,2.60,2.60,5.70,119.00,,,,,,,,,,,,,,,,,,,,,,,
01/09/1997,Ilorin,12.90,21.10,29.30,85.00,3.80,2.30,3.90,214.60,,,,,,,,,,,,,,,,,,,,,,,
01/10/1997,Ilorin,14.60,21.00,31.20,83.00,6.20,2.70,5.50,252.90,,,,,,,,,,,,,,,,,,,,,,,
01/11/1997,Ilorin,17.70,21.20,32.20,75.00,6.70,5.00,5.60,247.80,,,,,,,,,,,,,,,,,,,,,,,
01/12/1997,Ilorin,16.00,17.30,31.90,47.00,6.80,8.50,5.40,228.30,,,,,,,,,,,,,,,,,,,,,,,
01/01/1998,Ilorin,14.80,19.90,34.10,63.00,3.10,8.10,5.40,158.80,,,,,,,,,,,,,,,,,,,,,,,
01/02/1998,Ilorin,17.50,23.80,36.30,70.00,6.50,8.00,6.10,293.10,,,,,,,,,,,,,,,,,,,,,,,
01/03/1998,Ilorin,16.40,22.70,34.90,66.00,5.90,8.00,5.50,195.70,,,,,,,,,,,,,,,,,,,,,,,
01/04/1998,Ilorin,16.90,24.90,35.30,71.00,7.20,7.90,6.00,238.60,,,,,,,,,,,,,,,,,,,,,,,
01/05/1998,Ilorin,14.70,23.60,35.20,72.00,7.00,6.10,4.90,107.70,,,,,,,,,,,,,,,,,,,,,,,
01/06/1998,Ilorin,13.50,22.80,30.90,79.00,4.40,3.40,4.50,121.30,,,,,,,,,,,,,,,,,,,,,,,
01/07/1998,Ilorin,13.10,21.90,30.20,84.00,3.50,3.10,4.70,197.30,,,,,,,,,,,,,,,,,,,,,,,
01/08/1998,Ilorin,12.20,21.50,30.10,86.00,2.50,2.30,4.40,98.30,,,,,,,,,,,,,,,,,,,,,,,
01/09/1998,Ilorin,14.60,20.60,30.00,84.00,5.20,2.70,4.10,229.40,,,,,,,,,,,,,,,,,,,,,,,
01/10/1998,Ilorin,14.60,21.70,32.20,83.00,6.20,3.80,3.90,34.00,,,,,,,,,,,,,,,,,,,,,,,
01/11/1998,Ilorin,18.10,21.20,33.90,73.00,7.80,7.50,3.50,83.30,,,,,,,,,,,,,,,,,,,,,,,
01/12/1998,Ilorin,15.90,19.30,34.10,58.00,7.30,8.70,5.60,20.50,,,,,,,,,,,,,,,,,,,,,,,
01/01/1999,Ilorin,14.70,20.90,33.30,56.00,5.60,8.80,5.20,220.90,,,,,,,,,,,,,,,,,,,,,,,
01/02/1999,Ilorin,17.40,22.80,35.10,70.00,7.00,8.00,4.50,105.80,,,,,,,,,,,,,,,,,,,,,,,
01/03/1999,Ilorin,16.70,23.60,34.90,75.00,7.10,6.80,5.10,43.10,,,,,,,,,,,,,,,,,,,,,,,
01/04/1999,Ilorin,17.20,22.70,34.20,75.00,6.20,5.60,4.20,115.20,,,,,,,,,,,,,,,,,,,,,,,
01/05/1999,Ilorin,15.50,22.60,32.10,79.00,6.40,4.20,4.30,2.90,,,,,,,,,,,,,,,,,,,,,,,
01/06/1999,Ilorin,14.40,22.30,30.30,82.00,6.60,3.00,3.40,0.25,,,,,,,,,,,,,,,,,,,,,,,
01/07/1999,Ilorin,11.80,21.90,29.10,84.00,5.20,3.40,3.60,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/08/1999,Ilorin,11.20,20.80,27.90,83.00,5.30,3.40,3.30,1.70,,,,,,,,,,,,,,,,,,,,,,,
01/09/1999,Ilorin,12.80,20.60,30.10,83.00,5.20,2.90,3.40,2.60,,,,,,,,,,,,,,,,,,,,,,,
01/10/1999,Ilorin,15.60,21.80,32.20,80.00,5.30,3.70,3.20,8.50,,,,,,,,,,,,,,,,,,,,,,,
01/11/1999,Ilorin,18.10,22.20,34.30,77.00,6.50,6.90,3.10,6.80,,,,,,,,,,,,,,,,,,,,,,,
01/12/1999,Ilorin,14.90,20.30,33.30,59.00,4.80,8.40,3.60,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/01/2000,Ilorin,14.80,16.20,33.10,24.00,4.90,12.40,5.00,2.60,,,,,,,,,,,,,,,,,,,,,,,
01/02/2000,Ilorin,17.10,19.80,35.30,36.00,5.00,13.50,5.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/03/2000,Ilorin,18.70,22.90,35.10,71.00,3.10,7.90,7.00,1.60,,,,,,,,,,,,,,,,,,,,,,,
01/04/2000,Ilorin,17.10,22.60,33.90,76.00,5.10,6.50,8.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/05/2000,Ilorin,15.80,21.90,31.80,77.00,6.30,4.30,7.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/06/2000,Ilorin,13.80,21.10,30.00,83.00,5.00,3.40,6.00,148.30,,,,,,,,,,,,,,,,,,,,,,,
01/07/2000,Ilorin,12.40,20.90,29.10,81.00,4.50,3.30,6.00,0.25,,,,,,,,,,,,,,,,,,,,,,,
01/08/2000,Ilorin,11.20,20.70,29.30,86.00,4.50,2.90,7.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/09/2000,Ilorin,12.90,20.60,29.00,86.00,4.20,2.80,5.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/10/2000,Ilorin,15.40,21.80,31.10,82.00,5.80,3.40,5.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/11/2000,Ilorin,18.30,20.60,35.20,69.00,7.70,7.90,3.00,0.30,,,,,,,,,,,,,,,,,,,,,,,
01/12/2000,Ilorin,16.50,19.20,33.40,57.00,5.30,8.00,4.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/01/2001,Ilorin,15.50,22.00,34.00,61.00,5.90,8.10,7.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/02/2001,Ilorin,17.10,20.50,35.00,46.00,7.80,11.60,5.00,3.10,,,,,,,,,,,,,,,,,,,,,,,
01/03/2001,Ilorin,18.60,22.60,37.00,48.00,6.50,13.60,5.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/04/2001,Ilorin,17.20,22.80,34.00,76.00,7.40,6.60,6.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/05/2001,Ilorin,16.90,21.70,32.00,82.00,6.50,3.90,7.00,39.30,,,,,,,,,,,,,,,,,,,,,,,
01/06/2001,Ilorin,15.10,21.60,31.00,86.00,6.10,3.50,6.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/07/2001,Ilorin,12.30,21.90,28.00,87.00,3.10,2.50,6.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/08/2001,Ilorin,12.50,20.60,28.00,88.00,3.90,2.40,7.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/09/2001,Ilorin,13.10,20.80,30.00,88.00,3.70,2.40,5.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/10/2001,Ilorin,15.10,21.60,32.00,50.00,6.00,3.30,5.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/11/2001,Ilorin,18.30,22.90,35.00,77.00,6.90,5.20,5.00,34.80,,,,,,,,,,,,,,,,,,,,,,,
01/12/2001,Ilorin,16.30,22.20,33.00,76.00,6.00,6.10,4.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/01/2002,Ilorin,15.90,20.80,33.60,64.00,5.10,8.10,3.00,7.20,,,,,,,,,,,,,,,,,,,,,,,
01/02/2002,Ilorin,17.90,23.30,35.50,73.00,8.00,7.30,4.00,0.25,,,,,,,,,,,,,,,,,,,,,,,
01/03/2002,Ilorin,19.90,23.80,34.60,75.00,6.20,6.40,6.00,0.25,,,,,,,,,,,,,,,,,,,,,,,
01/04/2002,Ilorin,18.20,22.60,32.30,77.00,6.80,4.70,7.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/05/2002,Ilorin,15.70,22.30,30.80,82.00,7.90,2.70,6.00,0.60,,,,,,,,,,,,,,,,,,,,,,,
01/06/2002,Ilorin,14.70,22.00,31.10,83.00,6.60,3.10,5.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/07/2002,Ilorin,11.60,21.40,28.80,86.00,4.80,2.30,5.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/08/2002,Ilorin,11.20,21.30,27.90,87.00,4.30,2.40,4.00,11.10,,,,,,,,,,,,,,,,,,,,,,,
01/09/2002,Ilorin,12.60,21.50,30.10,86.00,4.90,2.50,5.00,8.20,,,,,,,,,,,,,,,,,,,,,,,
01/10/2002,Ilorin,18.20,21.10,30.30,83.00,6.40,1.10,4.00,5.40,,,,,,,,,,,,,,,,,,,,,,,
01/11/2002,Ilorin,19.00,21.50,33.20,75.00,5.20,5.60,4.00,19.70,,,,,,,,,,,,,,,,,,,,,,,
01/12/2002,Ilorin,16.70,19.10,32.90,55.00,8.10,8.70,3.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/01/2003,Ilorin,17.90,17.70,32.50,42.00,6.10,12.40,4.00,3.60,,,,,,,,,,,,,,,,,,,,,,,
01/02/2003,Ilorin,18.00,20.50,36.10,45.00,5.70,13.80,3.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/03/2003,Ilorin,16.50,23.90,36.50,68.00,7.70,9.10,6.00,2.10,,,,,,,,,,,,,,,,,,,,,,,
01/04/2003,Ilorin,16.90,23.50,35.00,69.00,7.30,6.60,6.00,0.90,,,,,,,,,,,,,,,,,,,,,,,
01/05/2003,Ilorin,15.60,22.80,32.10,78.00,7.40,4.30,7.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/06/2003,Ilorin,12.90,21.60,29.90,78.00,7.00,3.50,5.00,0.30,,,,,,,,,,,,,,,,,,,,,,,
01/07/2003,Ilorin,11.90,21.60,28.90,83.00,4.00,3.00,6.00,15.10,,,,,,,,,,,,,,,,,,,,,,,
01/08/2003,Ilorin,13.30,21.30,27.70,83.00,2.40,3.10,5.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/09/2003,Ilorin,15.10,21.00,28.20,85.00,4.50,2.50,4.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/10/2003,Ilorin,17.50,20.90,30.90,81.00,6.30,3.00,4.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/11/2003,Ilorin,18.20,20.20,31.80,63.00,7.70,5.70,4.00,0.25,,,,,,,,,,,,,,,,,,,,,,,
01/12/2003,Ilorin,14.50,18.70,33.80,61.00,7.30,7.30,3.00,45.10,,,,,,,,,,,,,,,,,,,,,,,
01/01/2004,Ilorin,17.20,18.20,32.80,43.00,6.50,11.30,5.00,8.00,,,,,,,,,,,,,,,,,,,,,,,
01/02/2004,Ilorin,17.80,21.30,35.70,60.00,5.30,10.40,5.00,10.00,,,,,,,,,,,,,,,,,,,,,,,
01/03/2004,Ilorin,17.10,22.30,34.90,65.00,6.70,7.90,6.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/04/2004,Ilorin,16.20,23.50,34.20,70.00,7.20,6.50,7.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/05/2004,Ilorin,14.10,23.00,32.20,79.00,7.10,4.00,5.00,1.20,,,,,,,,,,,,,,,,,,,,,,,
01/06/2004,Ilorin,13.90,21.90,27.60,82.00,6.60,2.90,6.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/07/2004,Ilorin,12.30,21.30,28.80,86.00,5.10,2.80,6.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/08/2004,Ilorin,12.70,21.10,28.50,85.00,3.20,2.30,5.00,92.10,,,,,,,,,,,,,,,,,,,,,,,
01/09/2004,Ilorin,16.60,20.80,29.30,86.00,3.90,2.20,5.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/10/2004,Ilorin,17.40,21.30,31.20,82.00,7.20,2.70,5.00,52.00,,,,,,,,,,,,,,,,,,,,,,,
01/11/2004,Ilorin,16.40,18.00,32.20,60.00,7.80,4.40,3.00,19.80,,,,,,,,,,,,,,,,,,,,,,,
01/12/2004,Ilorin,15.40,19.40,33.30,54.00,8.40,7.30,3.00,33.30,,,,,,,,,,,,,,,,,,,,,,,
01/01/2005,Ilorin,17.10,20.10,33.10,57.00,6.50,7.60,3.00,61.40,,,,,,,,,,,,,,,,,,,,,,,
01/02/2005,Ilorin,18.40,22.00,36.50,63.00,7.80,8.90,4.00,50.70,,,,,,,,,,,,,,,,,,,,,,,
01/03/2005,Ilorin,18.10,23.80,36.30,69.00,7.20,7.50,6.00,19.00,,,,,,,,,,,,,,,,,,,,,,,
01/04/2005,Ilorin,15.20,23.30,33.30,77.00,6.90,5.00,6.00,68.00,,,,,,,,,,,,,,,,,,,,,,,
01/05/2005,Ilorin,16.10,22.20,31.50,79.00,7.80,3.30,8.00,19.60,,,,,,,,,,,,,,,,,,,,,,,
01/06/2005,Ilorin,14.90,21.80,30.20,81.00,6.00,3.20,6.00,13.80,,,,,,,,,,,,,,,,,,,,,,,
01/07/2005,Ilorin,10.60,21.80,28.20,84.00,5.50,2.50,5.00,28.40,,,,,,,,,,,,,,,,,,,,,,,
01/08/2005,Ilorin,12.60,21.50,28.20,82.00,3.90,2.60,5.00,25.30,,,,,,,,,,,,,,,,,,,,,,,
01/09/2005,Ilorin,14.50,21.80,29.60,83.00,4.40,2.50,4.00,77.50,,,,,,,,,,,,,,,,,,,,,,,
01/10/2005,Ilorin,14.70,21.30,30.30,83.00,7.20,2.40,4.00,60.10,,,,,,,,,,,,,,,,,,,,,,,
01/11/2005,Ilorin,18.60,19.40,33.10,63.00,8.20,6.70,4.00,79.40,,,,,,,,,,,,,,,,,,,,,,,
01/12/2005,Ilorin,16.20,16.20,32.80,39.00,8.30,9.70,3.00,31.60,,,,,,,,,,,,,,,,,,,,,,,
01/01/2006,Ilorin,15.90,17.70,33.50,37.00,6.80,10.60,4.00,20.50,,,,,,,,,,,,,,,,,,,,,,,
01/02/2006,Ilorin,16.90,20.70,35.80,45.00,7.40,11.00,4.00,17.90,,,,,,,,,,,,,,,,,,,,,,,
01/03/2006,Ilorin,17.20,23.20,35.50,72.00,6.70,7.30,6.00,90.90,,,,,,,,,,,,,,,,,,,,,,,
01/04/2006,Ilorin,18.30,22.80,34.40,73.00,7.40,5.70,7.00,80.10,,,,,,,,,,,,,,,,,,,,,,,
01/05/2006,Ilorin,15.30,22.70,31.50,81.00,6.00,3.50,6.00,128.00,,,,,,,,,,,,,,,,,,,,,,,
01/06/2006,Ilorin,14.40,22.10,30.50,84.00,6.90,2.90,5.00,41.50,,,,,,,,,,,,,,,,,,,,,,,
01/07/2006,Ilorin,12.70,21.70,28.70,85.00,4.00,2.40,7.00,27.80,,,,,,,,,,,,,,,,,,,,,,,
01/08/2006,Ilorin,10.80,22.10,28.60,87.00,2.70,2.20,7.00,223.00,,,,,,,,,,,,,,,,,,,,,,,
01/09/2006,Ilorin,13.50,21.80,29.50,85.00,5.10,2.40,4.00,122.00,,,,,,,,,,,,,,,,,,,,,,,
01/10/2006,Ilorin,15.80,21.90,30.90,82.00,4.50,2.90,3.00,25.80,,,,,,,,,,,,,,,,,,,,,,,
01/11/2006,Ilorin,15.80,19.10,32.40,84.00,7.60,5.60,3.00,179.50,,,,,,,,,,,,,,,,,,,,,,,
01/12/2006,Ilorin,14.70,20.40,33.40,70.00,5.70,5.10,2.00,107.40,,,,,,,,,,,,,,,,,,,,,,,
01/01/2007,Ilorin,16.00,21.20,34.50,76.00,3.70,7.20,3.00,118.30,,,,,,,,,,,,,,,,,,,,,,,
01/02/2007,Ilorin,17.30,23.20,36.00,66.00,7.30,8.20,4.00,45.90,,,,,,,,,,,,,,,,,,,,,,,
01/03/2007,Ilorin,16.80,23.40,35.80,69.00,4.40,7.30,5.00,53.30,,,,,,,,,,,,,,,,,,,,,,,
01/04/2007,Ilorin,17.60,23.40,34.20,69.00,6.30,5.90,6.00,106.70,,,,,,,,,,,,,,,,,,,,,,,
01/05/2007,Ilorin,15.10,22.20,31.90,77.00,6.50,4.30,5.00,81.50,,,,,,,,,,,,,,,,,,,,,,,
01/06/2007,Ilorin,12.60,22.10,30.90,79.00,6.40,4.20,4.00,210.30,,,,,,,,,,,,,,,,,,,,,,,
01/07/2007,Ilorin,10.70,21.70,29.30,80.00,4.30,3.10,5.00,108.80,,,,,,,,,,,,,,,,,,,,,,,
01/08/2007,Ilorin,11.00,21.50,28.70,85.00,2.90,2.70,5.00,97.50,,,,,,,,,,,,,,,,,,,,,,,
01/09/2007,Ilorin,14.50,21.50,29.00,85.00,4.10,2.40,5.00,98.90,,,,,,,,,,,,,,,,,,,,,,,
01/10/2007,Ilorin,13.60,21.50,31.00,79.00,6.40,3.40,2.00,106.10,,,,,,,,,,,,,,,,,,,,,,,
01/11/2007,Ilorin,17.30,16.60,33.30,56.00,7.10,8.00,2.00,223.90,,,,,,,,,,,,,,,,,,,,,,,
01/12/2007,Ilorin,15.10,19.80,33.90,73.00,7.80,7.20,1.00,61.40,,,,,,,,,,,,,,,,,,,,,,,
01/01/2008,Ilorin,14.60,20.10,33.10,64.00,6.10,8.00,2.00,144.80,,,,,,,,,,,,,,,,,,,,,,,
